,Testers,Accuracy,TP,TN,FP,FN,ERR,FRR,FAR,EER,Sensitivity(TPR),TAR,Specificity(TNR),F-score,k values,Iterations
118,27_User,0.7716666666666666,65.33333333333333,89.0,11.0,34.666666666666664,0.22833333333333333,0.3466666666666666,0.11,0.0,0.6533333333333333,0.6533333333333333,0.89,0.7410207939508507,45.0,30.0
119,28_User,0.81,79.66666666666667,82.33333333333333,17.666666666666668,20.333333333333332,0.19,0.2033333333333333,0.17666666666666667,0.0,0.7966666666666667,0.7966666666666666,0.8233333333333333,0.8074324324324325,45.0,30.0
120,29_User,0.475,19.666666666666668,75.33333333333333,24.666666666666668,80.33333333333333,0.525,0.8033333333333332,0.24666666666666667,0.0,0.19666666666666668,0.19666666666666677,0.7533333333333333,0.2725173210161663,45.0,30.0
121,30_User,0.745,64.33333333333333,84.66666666666667,15.333333333333334,35.666666666666664,0.255,0.35666666666666663,0.15333333333333335,0.0,0.6433333333333333,0.6433333333333333,0.8466666666666667,0.7161410018552875,45.0,30.0
122,31_User,0.58,31.333333333333332,84.66666666666667,15.333333333333334,68.66666666666667,0.42,0.6866666666666668,0.15333333333333335,0.0,0.3133333333333333,0.31333333333333324,0.8466666666666667,0.4272727272727272,45.0,30.0
123,32_User,0.5316666666666666,21.333333333333332,85.0,15.0,78.66666666666667,0.4683333333333334,0.7866666666666667,0.15,0.0,0.21333333333333332,0.21333333333333326,0.85,0.3129584352078239,45.0,30.0
124,1_User,0.6683333333333333,73.33333333333333,60.333333333333336,39.666666666666664,26.666666666666668,0.33166666666666667,0.26666666666666666,0.39666666666666667,0.0,0.7333333333333333,0.7333333333333334,0.6033333333333334,0.6885758998435055,55.0,30.0
125,2_User,0.6466666666666666,33.0,96.33333333333333,3.6666666666666665,67.0,0.35333333333333333,0.67,0.03666666666666667,0.0,0.33,0.32999999999999996,0.9633333333333333,0.4829268292682926,55.0,30.0
126,3_User,0.67,51.333333333333336,82.66666666666667,17.333333333333332,48.666666666666664,0.33,0.48666666666666664,0.1733333333333333,0.0,0.5133333333333333,0.5133333333333334,0.8266666666666667,0.6086956521739131,55.0,30.0
127,4_User,0.8516666666666667,98.66666666666667,71.66666666666667,28.333333333333332,1.3333333333333333,0.14833333333333332,0.013333333333333332,0.2833333333333333,0.0,0.9866666666666667,0.9866666666666667,0.7166666666666667,0.869309838472834,55.0,30.0
